Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground
TRY,-39.11595341,-19.65037802,71.77933563,TRY-6,DUH_FOG_SOY_TAU_LAM,DUH-TRY_FOG-TRY_SOY-TRY_TAU-TRY_LAM-TRY,DUH-TRY-6_FOG-TRY-6_SOY-TRY-6_TAU-TRY-6_LAM-TRY-12,DUH-6_FOG-6_SOY-6_TAU-6_LAM-12,0
FOG,-11.92286041,-24.93838202,78.58385063,FOG-6_FOG-14,TRY_RIB_LAW_OLD,FOG-TRY_FOG-RIB_FOG-LAW_FOG-OLD,FOG-RIB-14_FOG-LAW-14_FOG-OLD-14_FOG-TRY-6_FOG-RIB-6,RIB-14_LAW-14_OLD-14_TRY-6_RIB-6,0
NOM,76.18738459,86.59016998,-4.606762372,NOM-7_NOM-1_NOM-2,ARM_JOY_HIT,ARM-NOM_JOY-NOM_HIT-NOM,ARM-NOM-1_JOY-NOM-1_HIT-NOM-2_HIT-NOM-7,ARM-1_JOY-1_HIT-2_HIT-7,0
MOP,-41.14815841,32.03279498,63.86493863,MOP-6,DUH_FAN_JUG_SOY_NAN_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-SOY_MOP-NAN_MOP-PLY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-SOY-6_MOP-NAN-6_MOP-PLY-6,DUH-6_FAN-6_JUG-6_SOY-6_NAN-6_PLY-6,0
WIZ,-94.22729741,61.19367898,16.15277063,WIZ-4,GIN_SAY_FLY_VOW_ZZZ,GIN-WIZ_SAY-WIZ_FLY-WIZ_VOW-WIZ_WIZ-ZZZ,GIN-WIZ-4_SAY-WIZ-4_FLY-WIZ-5_VOW-WIZ-6_WIZ-ZZZ-4,GIN-4_SAY-4_FLY-5_VOW-6_ZZZ-6,0
VOW,-65.23407541,67.63065498,28.89226863,VOW-6_VOW-5,DRY_FAN_WIZ,DRY-VOW_FAN-VOW_VOW-WIZ,DRY-VOW-5_FAN-VOW-6_VOW-WIZ-6,DRY-5_FAN-6_WIZ-4,0
MOO,31.52915659,-135.876097,28.76128663,MOO-10,DAD_EGG_GEL_JAM,DAD-MOO_EGG-MOO_GEL-MOO_JAM-MOO,DAD-MOO-10_EGG-MOO-10_GEL-MOO-10_JAM-MOO-13,DAD-10_EGG-10_GEL-10_JAM-13,0
MOM,-84.88109141,89.53200898,-64.08417237,MOM-3,AIM_LID_OAR_WAX,AIM-MOM_LID-MOM_MOM-OAR_MOM-WAX,AIM-MOM-3_LID-MOM-3_MOM-OAR-3_MOM-WAX-3,AIM-3_LID-3_OAR-3_WAX-3,0
INK,-53.10752641,133.549724,-22.66342337,INK-3,ALA_MAY_RUM_OIL_SHY,ALA-INK_INK-MAY_INK-RUM_INK-OIL_INK-SHY,ALA-INK-3_INK-MAY-3_INK-RUM-3_INK-OIL-3_INK-SHY-3,ALA-3_MAY-3_RUM-3_OIL-3_SHY-5,0
IVY,93.61091659,11.58407098,-12.75042237,IVY-7_IVY-2,FOX_SUN_GAS,FOX-IVY_IVY-SUN_GAS-IVY,FOX-IVY-2_IVY-SUN-2_IVY-SUN-7_GAS-IVY-11,FOX-2_SUN-2_SUN-7_GAS-11,0
NOR,-75.85383241,-91.25010502,5.971789628,NOR-12_NOR-9,WIG_ART_FIG,NOR-WIG_ART-NOR_FIG-NOR,ART-NOR-12_FIG-NOR-12_NOR-WIG-9,ART-12_FIG-12_WIG-9,0
COP,-39.98823741,-109.145583,-42.28678237,COP-10_COP-9,WOW_USE_TAT_ELK_NEW_GET,COP-WOW_COP-USE_COP-TAT_COP-ELK_COP-NEW_COP-GET,COP-WOW-10_COP-NEW-10_COP-GET-10_COP-WOW-9_COP-USE-9_COP-TAT-9_COP-ELK-9,WOW-10_NEW-10_GET-10_WOW-9_USE-9_TAT-9_ELK-9,1
COW,60.75696259,-56.31003402,27.76317763,COW-11,WAS_ODD_FAX,COW-WAS_COW-ODD_COW-FAX,COW-WAS-11_COW-ODD-11_COW-FAX-11,WAS-11_ODD-11_FAX-11,0
COY,-80.29390641,-50.00527902,1.984625628,COY-12_COY-9,CHI_ART,CHI-COY_ART-COY,ART-COY-12_CHI-COY-9,ART-12_CHI-9,0
SUN,104.1034676,36.32947298,1.262630628,SUN-7_SUN-2,DUI_HIT_IVY_SKY_ACE_EYE,DUI-SUN_HIT-SUN_IVY-SUN_SKY-SUN_ACE-SUN_EYE-SUN,DUI-SUN-2_HIT-SUN-2_IVY-SUN-2_SKY-SUN-2_HIT-SUN-7_IVY-SUN-7_ACE-SUN-7_EYE-SUN-7,DUI-2_HIT-2_IVY-2_SKY-2_HIT-7_IVY-7_ACE-7_EYE-7,0
DOG,-110.6943414,-17.02691602,-35.28390337,DOG-4_DOG-9,BAR_CUP_PAW_AGE_CHI,BAR-DOG_CUP-DOG_DOG-PAW_AGE-DOG_CHI-DOG,BAR-DOG-4_CUP-DOG-4_DOG-PAW-4_BAR-DOG-9_AGE-DOG-9_CHI-DOG-9,BAR-4_CUP-4_PAW-4_BAR-9_AGE-9_CHI-9,0
ETA,97.82119359,-10.49737002,-50.66639537,ETA-8_ETA-2,BOY_CIS_TUX_BAM_WIN,BOY-ETA_CIS-ETA_ETA-TUX_BAM-ETA_ETA-WIN,BOY-ETA-2_CIS-ETA-2_ETA-TUX-2_ETA-TUX-8_BAM-ETA-8_ETA-WIN-8,BOY-2_CIS-2_TUX-2_TUX-8_BAM-8_WIN-8,0
ACT,-51.10642441,-19.28789502,48.41176363,ACT-6_ACT-12,DUH_ASH_LAM,ACT-DUH_ACT-ASH_ACT-LAM,ACT-ASH-12_ACT-LAM-12_ACT-DUH-6,ASH-12_LAM-12_DUH-6,0
NEW,-41.25973241,-135.328682,-42.06623437,NEW-10,COP_GET_HIP_USE,COP-NEW_GET-NEW_HIP-NEW_NEW-USE,COP-NEW-10_GET-NEW-10_HIP-NEW-10_NEW-USE-10,COP-10_GET-10_HIP-10_USE-9,1
PIG,5.820940594,-117.48782,33.97493563,PIG-10_PIG-13,EGG_JAM_PRO,EGG-PIG_JAM-PIG_PIG-PRO,EGG-PIG-10_JAM-PIG-13_PIG-PRO-13,EGG-10_JAM-13_PRO-13,0
REF,-28.63881841,97.75430098,25.92900463,REF-5,BOA_DRY_NAY,BOA-REF_DRY-REF_NAY-REF,BOA-REF-5_DRY-REF-5_NAY-REF-5,BOA-5_DRY-5_NAY-5,0
OLD,-0.811181406,-60.86001002,71.98093063,OLD-13_OLD-14,HOT_LAB_TAU_EVE_FOG_LAW,HOT-OLD_LAB-OLD_OLD-TAU_EVE-OLD_FOG-OLD_LAW-OLD,HOT-OLD-13_LAB-OLD-13_OLD-TAU-13_OLD-TAU-14_EVE-OLD-14_FOG-OLD-14_LAW-OLD-14,HOT-13_LAB-13_TAU-13_TAU-14_EVE-14_FOG-14_LAW-14,0
ZZZ,-79.23398341,42.81055598,41.84575163,ZZZ-6,FAN_GIN_HAM_WIZ,FAN-ZZZ_GIN-ZZZ_HAM-ZZZ_WIZ-ZZZ,FAN-ZZZ-6_GIN-ZZZ-6_HAM-ZZZ-6_WIZ-ZZZ-4,FAN-6_GIN-6_HAM-6_WIZ-4,0
WHO,56.10229159,110.670883,-84.02869737,WHO-1,FRO_GUN_LEG_NIX_RAW_OFF,FRO-WHO_GUN-WHO_LEG-WHO_NIX-WHO_RAW-WHO_OFF-WHO,FRO-WHO-1_GUN-WHO-1_LEG-WHO-1_NIX-WHO-1_RAW-WHO-1_OFF-WHO-2,FRO-1_GUN-1_LEG-1_NIX-1_RAW-1_OFF-2,1
JOB,3.845794594,74.53298798,59.56868863,JOB-5,NAY_NIL_JUG_TOY_PLY,JOB-NAY_JOB-NIL_JOB-JUG_JOB-TOY_JOB-PLY,JOB-NAY-5_JOB-NIL-5_JOB-JUG-5_JOB-TOY-5_JOB-PLY-5,NAY-5_NIL-5_JUG-5_TOY-5_PLY-5,0
SEX,60.83833759,-123.218531,-17.84211037,SEX-8_SEX-10,AMP_PHI_YAY_CAB_ROB,AMP-SEX_PHI-SEX_SEX-YAY_CAB-SEX_ROB-SEX,AMP-SEX-10_CAB-SEX-10_ROB-SEX-10_AMP-SEX-8_PHI-SEX-8_SEX-YAY-8,AMP-10_CAB-10_ROB-10_AMP-8_PHI-8_YAY-8,0
ASK,100.5588706,65.11660398,-67.54861437,ASK-2,ORC_GUN_TUB_OFF_TAG_FRO,ASK-ORC_ASK-GUN_ASK-TUB_ASK-OFF_ASK-TAG_ASK-FRO,ASK-ORC-2_ASK-GUN-2_ASK-TUB-2_ASK-OFF-2_ASK-TAG-2_ASK-FRO-2,ORC-2_GUN-2_TUB-2_OFF-2_TAG-2_FRO-1,0
ASH,-70.85630941,-36.11951702,49.93942863,ASH-12,ACT_ART_LAM_LAX_BUG_HAM,ACT-ASH_ART-ASH_ASH-LAM_ASH-LAX_ASH-BUG_ASH-HAM,ACT-ASH-12_ART-ASH-12_ASH-LAM-12_ASH-LAX-12_ASH-BUG-12_ASH-HAM-12,ACT-12_ART-12_LAM-12_LAX-12_BUG-12_HAM-6,0
ODD,85.97783059,-36.78945902,22.52835163,ODD-11,AIR_COW_FIX_GAS_KEG_LUG,AIR-ODD_COW-ODD_FIX-ODD_GAS-ODD_KEG-ODD_LUG-ODD,AIR-ODD-11_COW-ODD-11_FIX-ODD-11_GAS-ODD-11_KEG-ODD-11_LUG-ODD-11,AIR-11_COW-11_FIX-11_GAS-11_KEG-11_LUG-11,0
WHY,93.63453159,-61.09995302,-20.31834037,WHY-8,JAR_KEG_LUG_PAY_SAW_TAR,JAR-WHY_KEG-WHY_LUG-WHY_PAY-WHY_SAW-WHY_TAR-WHY,JAR-WHY-8_KEG-WHY-8_LUG-WHY-8_PAY-WHY-8_SAW-WHY-8_TAR-WHY-8,JAR-8_KEG-8_LUG-8_PAY-8_SAW-8_TAR-8,0
DUH,-51.47386841,5.233506983,63.54871163,DUH-6,ACT_TRY_MOP_HAM,ACT-DUH_DUH-TRY_DUH-MOP_DUH-HAM,ACT-DUH-6_DUH-TRY-6_DUH-MOP-6_DUH-HAM-6,ACT-6_TRY-6_MOP-6_HAM-6,0
ELK,-74.04124941,-76.36781602,-38.83893637,ELK-9,COP_WIG_SIR_TAT_ONO,COP-ELK_ELK-WIG_ELK-SIR_ELK-TAT_ELK-ONO,COP-ELK-9_ELK-WIG-9_ELK-SIR-9_ELK-TAT-9_ELK-ONO-9,COP-9_WIG-9_SIR-9_TAT-9_ONO-9,0
YAY,52.54010159,-78.35575402,-52.84782737,YAY-8,AMP_BAM_HAY_JAR_SAW_SEX_TAR_CAB,AMP-YAY_BAM-YAY_HAY-YAY_JAR-YAY_SAW-YAY_SEX-YAY_TAR-YAY_CAB-YAY,AMP-YAY-8_BAM-YAY-8_HAY-YAY-8_JAR-YAY-8_SAW-YAY-8_SEX-YAY-8_TAR-YAY-8_CAB-YAY-10,AMP-8_BAM-8_HAY-8_JAR-8_SAW-8_SEX-8_TAR-8_CAB-10,1
CUP,-102.1497724,1.689936983,-56.48926237,CUP-4,DOG_FLU_HUG_PAW_SIR,CUP-DOG_CUP-FLU_CUP-HUG_CUP-PAW_CUP-SIR,CUP-DOG-4_CUP-FLU-4_CUP-HUG-4_CUP-PAW-4_CUP-SIR-4,DOG-4_FLU-4_HUG-4_PAW-4_SIR-9,0
SKY,112.3883416,35.23947098,-28.36083737,SKY-2,DUI_FOX_SUN_TUB_TAG,DUI-SKY_FOX-SKY_SKY-SUN_SKY-TUB_SKY-TAG,DUI-SKY-2_FOX-SKY-2_SKY-SUN-2_SKY-TUB-2_SKY-TAG-2,DUI-2_FOX-2_SUN-2_TUB-2_TAG-2,0
DUB,40.70018759,99.97916498,31.93446463,DUB-5_DUB-1,ARM_WAR_TOY,ARM-DUB_DUB-WAR_DUB-TOY,ARM-DUB-1_DUB-WAR-1_DUB-WAR-5_DUB-TOY-5,ARM-1_WAR-1_WAR-5_TOY-5,0
HEX,-57.82588741,138.550331,-73.40293337,HEX-3,GUT_SIP_MAY_WAX_MIX,GUT-HEX_HEX-SIP_HEX-MAY_HEX-WAX_HEX-MIX,GUT-HEX-3_HEX-SIP-3_HEX-MAY-3_HEX-WAX-3_HEX-MIX-3,GUT-3_SIP-3_MAY-3_WAX-3_MIX-3,0
EVE,30.91119559,-41.28148002,69.58921863,EVE-14,OLD_IRE_LIE_FAX,EVE-OLD_EVE-IRE_EVE-LIE_EVE-FAX,EVE-OLD-14_EVE-IRE-14_EVE-LIE-14_EVE-FAX-14,OLD-14_IRE-14_LIE-14_FAX-11,0
YAK,-44.92779141,-95.14453702,49.47698363,YAK-13_YAK-12,FIG_GOO_LAB_PRO,FIG-YAK_GOO-YAK_LAB-YAK_PRO-YAK,GOO-YAK-13_LAB-YAK-13_PRO-YAK-13_FIG-YAK-12_GOO-YAK-12_LAB-YAK-12,GOO-13_LAB-13_PRO-13_FIG-12_GOO-12_LAB-12,0
WAX,-61.03240041,113.301845,-94.98505137,WAX-3,AIM_GUT_HEX_LID_MIX_MOM_SIP,AIM-WAX_GUT-WAX_HEX-WAX_LID-WAX_MIX-WAX_MOM-WAX_SIP-WAX,AIM-WAX-3_GUT-WAX-3_HEX-WAX-3_LID-WAX-3_MIX-WAX-3_MOM-WAX-3_SIP-WAX-3,AIM-3_GUT-3_HEX-3_LID-3_MIX-3_MOM-3_SIP-3,1
ADO,11.85316059,92.98717298,38.38084263,ADO-5,TOY_NAY_WAR,ADO-TOY_ADO-NAY_ADO-WAR,ADO-TOY-5_ADO-NAY-5_ADO-WAR-5,TOY-5_NAY-5_WAR-5,0
WAS,71.74941359,-81.86690602,19.97496263,WAS-11,COW_EAR_KEG_PHI_TAR_ZOO,COW-WAS_EAR-WAS_KEG-WAS_PHI-WAS_TAR-WAS_WAS-ZOO,COW-WAS-11_EAR-WAS-11_KEG-WAS-11_PHI-WAS-11_TAR-WAS-11_WAS-ZOO-11,COW-11_EAR-11_KEG-11_PHI-11_TAR-11_ZOO-11,0
WAR,22.01100359,117.232289,23.27937763,WAR-1_WAR-5,DUB_ELF_GAL_HOW_ADO_BOA,DUB-WAR_ELF-WAR_GAL-WAR_HOW-WAR_ADO-WAR_BOA-WAR,DUB-WAR-1_ELF-WAR-1_GAL-WAR-1_HOW-WAR-1_DUB-WAR-5_HOW-WAR-5_ADO-WAR-5_BOA-WAR-5,DUB-1_ELF-1_GAL-1_HOW-1_DUB-5_HOW-5_ADO-5_BOA-5,0
WIG,-83.42824041,-103.036941,-20.98122137,WIG-9,ELK_KEY_KIT_NOR_USE,ELK-WIG_KEY-WIG_KIT-WIG_NOR-WIG_USE-WIG,ELK-WIG-9_KEY-WIG-9_KIT-WIG-9_NOR-WIG-9_USE-WIG-9,ELK-9_KEY-9_KIT-9_NOR-9_USE-9,0
CIS,85.32510359,11.66894898,-82.83059537,CIS-2,BAH_BOY_ORC_ETA_OFF_BAM,BAH-CIS_BOY-CIS_CIS-ORC_CIS-ETA_CIS-OFF_BAM-CIS,BAH-CIS-2_BOY-CIS-2_CIS-ORC-2_CIS-ETA-2_CIS-OFF-2_BAM-CIS-8,BAH-2_BOY-2_ORC-2_ETA-2_OFF-2_BAM-8,1
ALL,-21.26114741,-138.6957,32.20581763,ALL-10,GOO_EGG_SAD_RUG_PRO,ALL-GOO_ALL-EGG_ALL-SAD_ALL-RUG_ALL-PRO,ALL-GOO-10_ALL-EGG-10_ALL-SAD-10_ALL-RUG-10_ALL-PRO-10,GOO-10_EGG-10_SAD-10_RUG-10_PRO-13,0
RUM,-19.97606541,133.05074,-26.66302937,RUM-5_RUM-3,GUT_INK_MAY_OIL_SIP_PIE,GUT-RUM_INK-RUM_MAY-RUM_OIL-RUM_RUM-SIP_PIE-RUM,GUT-RUM-3_INK-RUM-3_MAY-RUM-3_OIL-RUM-3_RUM-SIP-3_OIL-RUM-5_PIE-RUM-1,GUT-3_INK-3_MAY-3_OIL-3_SIP-3_OIL-5_PIE-1,1
KEG,83.77172959,-61.85164402,10.55548263,KEG-8_KEG-11,WHY_ODD_WAS,KEG-WHY_KEG-ODD_KEG-WAS,KEG-ODD-11_KEG-WAS-11_KEG-WHY-8,ODD-11_WAS-11_WHY-8,0
WIN,97.42435959,-41.22449302,-65.29166837,WIN-8,BAH_BAM_ETA_HAY_JAR_PAY,BAH-WIN_BAM-WIN_ETA-WIN_HAY-WIN_JAR-WIN_PAY-WIN,BAH-WIN-8_BAM-WIN-8_ETA-WIN-8_HAY-WIN-8_JAR-WIN-8_PAY-WIN-8,BAH-8_BAM-8_ETA-8_HAY-8_JAR-8_PAY-8,0
RUG,-19.93212741,-146.611042,5.949316628,RUG-10,ALL_FOR_GET_SAD,ALL-RUG_FOR-RUG_GET-RUG_RUG-SAD,ALL-RUG-10_FOR-RUG-10_GET-RUG-10_RUG-SAD-10,ALL-10_FOR-10_GET-10_SAD-10,0
PLY,-25.05522041,53.31458298,49.84175063,PLY-6_PLY-5,FUN_JOB_MOP,FUN-PLY_JOB-PLY_MOP-PLY,FUN-PLY-5_JOB-PLY-5_MOP-PLY-6,FUN-5_JOB-5_MOP-6,0
ALA,-74.19261141,120.025893,-24.32966137,ALA-3,AGO_INK_FLY_GUT_MIX,AGO-ALA_ALA-INK_ALA-FLY_ALA-GUT_ALA-MIX,AGO-ALA-3_ALA-INK-3_ALA-FLY-3_ALA-GUT-3_ALA-MIX-3,AGO-3_INK-3_FLY-3_GUT-3_MIX-3,0
BRO,82.03459059,72.08309498,23.31367063,BRO-7,ACE_WET_EON_HIT_ARM,ACE-BRO_BRO-WET_BRO-EON_BRO-HIT_ARM-BRO,ACE-BRO-7_BRO-WET-7_BRO-EON-7_BRO-HIT-7_ARM-BRO-1,ACE-7_WET-7_EON-7_HIT-7_ARM-1,0
KEY,-69.18783341,-117.131377,11.78622063,KEY-12_KEY-9,WOW_WIG_FIG_GOO_SAD,KEY-WOW_KEY-WIG_FIG-KEY_GOO-KEY_KEY-SAD,FIG-KEY-12_GOO-KEY-12_KEY-WOW-9_KEY-WIG-9_KEY-SAD-9,FIG-12_GOO-12_WOW-9_WIG-9_SAD-10,0
TUB,107.6198766,63.81006798,-42.85213937,TUB-2,ASK_DIG_SKY,ASK-TUB_DIG-TUB_SKY-TUB,ASK-TUB-2_DIG-TUB-2_SKY-TUB-2,ASK-2_DIG-2_SKY-2,0
ORC,101.1758146,38.13227498,-80.54947137,ORC-2,ASK_BOY_CIS_OFF,ASK-ORC_BOY-ORC_CIS-ORC_OFF-ORC,ASK-ORC-2_BOY-ORC-2_CIS-ORC-2_OFF-ORC-2,ASK-2_BOY-2_CIS-2_OFF-2,0
USE,-66.40635841,-98.69556402,-51.81747737,USE-9,COP_ONO_TAT_WOW_WIG_NEW,COP-USE_ONO-USE_TAT-USE_USE-WOW_USE-WIG_NEW-USE,COP-USE-9_ONO-USE-9_TAT-USE-9_USE-WOW-9_USE-WIG-9_NEW-USE-10,COP-9_ONO-9_TAT-9_WOW-9_WIG-9_NEW-10,0
TOY,37.08808359,78.05762498,53.34773463,TOY-7_TOY-5,ADO_DUB_JOB_EON_WET,ADO-TOY_DUB-TOY_JOB-TOY_EON-TOY_TOY-WET,ADO-TOY-5_DUB-TOY-5_JOB-TOY-5_EON-TOY-7_TOY-WET-7,ADO-5_DUB-5_JOB-5_EON-7_WET-7,0
BAR,-107.2781254,-27.39621002,-61.13785137,BAR-9_BAR-4,FLU_DOG_SIR_ONO,BAR-FLU_BAR-DOG_BAR-SIR_BAR-ONO,BAR-FLU-4_BAR-DOG-4_BAR-DOG-9_BAR-SIR-9_BAR-ONO-9,FLU-4_DOG-4_DOG-9_SIR-9_ONO-9,0
DUI,97.20427659,55.49964198,-20.27930937,DUI-2,DIG_SKY_SUN,DIG-DUI_DUI-SKY_DUI-SUN,DIG-DUI-2_DUI-SKY-2_DUI-SUN-2,DIG-2_SKY-2_SUN-2,0
DIG,99.36351259,82.04294498,-25.19441537,DIG-2,GUN_HIT_DUI_TUB_JOY,DIG-GUN_DIG-HIT_DIG-DUI_DIG-TUB_DIG-JOY,DIG-GUN-2_DIG-HIT-2_DIG-DUI-2_DIG-TUB-2_DIG-JOY-2,GUN-2_HIT-2_DUI-2_TUB-2_JOY-1,0
AIR,71.13112059,-32.43153802,43.73215663,AIR-11,ODD_MAC_FAX,AIR-ODD_AIR-MAC_AIR-FAX,AIR-ODD-11_AIR-MAC-11_AIR-FAX-11,ODD-11_MAC-11_FAX-11,0
AIM,-85.39764441,95.01491398,-91.98091537,AIM-3,MOM_LID_EGO_WAX_MIX,AIM-MOM_AIM-LID_AIM-EGO_AIM-WAX_AIM-MIX,AIM-MOM-3_AIM-LID-3_AIM-EGO-3_AIM-WAX-3_AIM-MIX-3,MOM-3_LID-3_EGO-3_WAX-3_MIX-3,1
ERA,13.73802359,14.67203198,62.12956063,ERA-6_ERA-14_ERA-7,JUG_IRE,ERA-JUG_ERA-IRE,ERA-IRE-14_ERA-IRE-7_ERA-JUG-6,IRE-14_IRE-7_JUG-6,0
CAB,25.94835359,-122.829441,-37.65312837,CAB-10,AMP_ROB_DAD_OAK_GET_SEX_YAY,AMP-CAB_CAB-ROB_CAB-DAD_CAB-OAK_CAB-GET_CAB-SEX_CAB-YAY,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10,AMP-10_ROB-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8,1
VAN,-112.5420554,21.71477298,-72.36783537,VAN-4,BOX_FLU_HUG_PAW,BOX-VAN_FLU-VAN_HUG-VAN_PAW-VAN,BOX-VAN-4_FLU-VAN-4_HUG-VAN-4_PAW-VAN-4,BOX-4_FLU-4_HUG-4_PAW-4,0
BAM,73.08419059,-39.61716802,-83.34339637,BAM-8,BAH_JAR_YAY_HAY_ETA_WIN_CIS,BAH-BAM_BAM-JAR_BAM-YAY_BAM-HAY_BAM-ETA_BAM-WIN_BAM-CIS,BAH-BAM-8_BAM-JAR-8_BAM-YAY-8_BAM-HAY-8_BAM-ETA-8_BAM-WIN-8_BAM-CIS-8,BAH-8_JAR-8_YAY-8_HAY-8_ETA-8_WIN-8_CIS-2,1
BAH,97.16048159,-14.53845802,-78.92810637,BAH-8_BAH-2,CIS_BOY_WIN_BAM,BAH-CIS_BAH-BOY_BAH-WIN_BAH-BAM,BAH-CIS-2_BAH-BOY-2_BAH-WIN-8_BAH-BAM-8,CIS-2_BOY-2_WIN-8_BAM-8,0
HIP,-32.92354741,-153.773805,-17.57409037,HIP-10,FOR_GET_SAD_WOW_NEW,FOR-HIP_GET-HIP_HIP-SAD_HIP-WOW_HIP-NEW,FOR-HIP-10_GET-HIP-10_HIP-SAD-10_HIP-WOW-10_HIP-NEW-10,FOR-10_GET-10_SAD-10_WOW-10_NEW-10,0
BIO,66.46786359,118.555503,-9.524659372,BIO-1,ARM_JOY_RAD_SPY,ARM-BIO_BIO-JOY_BIO-RAD_BIO-SPY,ARM-BIO-1_BIO-JOY-1_BIO-RAD-1_BIO-SPY-1,ARM-1_JOY-1_RAD-1_SPY-1,0
FAX,52.93065359,-53.90876502,53.84225463,FAX-11,AIR_COW_ZOO_GIG_EVE,AIR-FAX_COW-FAX_FAX-ZOO_FAX-GIG_EVE-FAX,AIR-FAX-11_COW-FAX-11_FAX-ZOO-11_FAX-GIG-11_EVE-FAX-14,AIR-11_COW-11_ZOO-11_GIG-11_EVE-14,0
HIT,96.86061759,65.50574698,4.395899628,HIT-7_HIT-2,DIG_SUN_NOM_BRO,DIG-HIT_HIT-SUN_HIT-NOM_BRO-HIT,DIG-HIT-2_HIT-SUN-2_HIT-NOM-2_HIT-SUN-7_HIT-NOM-7_BRO-HIT-7,DIG-2_SUN-2_NOM-2_SUN-7_NOM-7_BRO-7,0
ONO,-88.90182941,-62.98485202,-63.50000837,ONO-9,AGE_BAR_ELK_KIT_SIR_USE_TAT,AGE-ONO_BAR-ONO_ELK-ONO_KIT-ONO_ONO-SIR_ONO-USE_ONO-TAT,AGE-ONO-9_BAR-ONO-9_ELK-ONO-9_KIT-ONO-9_ONO-SIR-9_ONO-USE-9_ONO-TAT-9,AGE-9_BAR-9_ELK-9_KIT-9_SIR-9_USE-9_TAT-9,1
GYM,-102.0108504,48.01721398,-60.70668137,GYM-4_GYM-3,OAR_LID_BOX_PAW_HUG,GYM-OAR_GYM-LID_BOX-GYM_GYM-PAW_GYM-HUG,GYM-OAR-3_GYM-LID-3_BOX-GYM-4_GYM-PAW-4_GYM-HUG-4,OAR-3_LID-3_BOX-4_PAW-4_HUG-4,0
GAS,98.01878059,-13.78822502,8.027349628,GAS-11,ODD_EYE_IVY_TUX,GAS-ODD_EYE-GAS_GAS-IVY_GAS-TUX,GAS-ODD-11_EYE-GAS-7_GAS-IVY-11_GAS-TUX-11,ODD-11_EYE-7_IVY-7_TUX-8,0
POP,80.11344359,20.84592298,39.43647463,POP-7,ACE_EON_EYE_MAC_YES,ACE-POP_EON-POP_EYE-POP_MAC-POP_POP-YES,ACE-POP-7_EON-POP-7_EYE-POP-7_MAC-POP-7_POP-YES-7,ACE-7_EON-7_EYE-7_MAC-7_YES-7,0
GAL,24.98754559,133.745892,-1.576939372,GAL-1,PIE_HOW_WAR_RAD,GAL-PIE_GAL-HOW_GAL-WAR_GAL-RAD,GAL-PIE-1_GAL-HOW-1_GAL-WAR-1_GAL-RAD-1,PIE-1_HOW-1_WAR-1_RAD-1,0
FAN,-53.57925541,51.12708598,53.57610463,FAN-6,VOW_MOP_ZZZ_NAN_FUN,FAN-VOW_FAN-MOP_FAN-ZZZ_FAN-NAN_FAN-FUN,FAN-VOW-6_FAN-MOP-6_FAN-ZZZ-6_FAN-NAN-6_FAN-FUN-6,VOW-6_MOP-6_ZZZ-6_NAN-6_FUN-5,0
SOY,-25.26962541,6.414220983,63.01992663,SOY-6,MOP_RIB_TRY,MOP-SOY_RIB-SOY_SOY-TRY,MOP-SOY-6_RIB-SOY-6_SOY-TRY-6,MOP-6_RIB-6_TRY-6,0
EAR,47.71669559,-101.306211,24.42671963,EAR-10_EAR-11,GEL_JAM_WAS,EAR-GEL_EAR-JAM_EAR-WAS,EAR-JAM-11_EAR-WAS-11_EAR-GEL-10,JAM-11_WAS-11_GEL-10,0
DAY,-94.73552341,29.94447198,-26.25327037,DAY-4,PAW_ZIG,DAY-PAW_DAY-ZIG,DAY-PAW-4_DAY-ZIG-4,PAW-4_ZIG-4,0
DAD,25.22672259,-147.27426,0.517395628,DAD-10,CAB_FOR_ROB_GET_MOO,CAB-DAD_DAD-FOR_DAD-ROB_DAD-GET_DAD-MOO,CAB-DAD-10_DAD-FOR-10_DAD-ROB-10_DAD-GET-10_DAD-MOO-10,CAB-10_FOR-10_ROB-10_GET-10_MOO-10,0
GOO,-41.85655141,-112.918897,27.08052363,GOO-13_GOO-12_GOO-10,ALL_YAK_KEY,ALL-GOO_GOO-YAK_GOO-KEY,ALL-GOO-10_GOO-YAK-13_GOO-YAK-12_GOO-KEY-12,ALL-10_YAK-13_YAK-12_KEY-12,0
FRO,83.11559959,92.49394598,-76.93202537,FRO-1,RAW_WHO_ASK,FRO-RAW_FRO-WHO_ASK-FRO,FRO-RAW-1_FRO-WHO-1_ASK-FRO-2,RAW-1_WHO-1_ASK-2,0
ICE,-101.6621224,2.311318983,18.75995663,ICE-6_ICE-4,BED_GIN_SAY_HAM_LAX_MAD,BED-ICE_GIN-ICE_ICE-SAY_HAM-ICE_ICE-LAX_ICE-MAD,BED-ICE-4_GIN-ICE-4_ICE-SAY-4_GIN-ICE-6_HAM-ICE-6_ICE-LAX-6_ICE-MAD-6,BED-4_GIN-4_SAY-4_GIN-6_HAM-6_LAX-6_MAD-12,0
